id_bo	title	ref_txt	kw_list	eor
J16610749147	Effects of ultrasonic nanocrystal surface modification on the wear and micropitting behavior of bearing steel in boundary lubricated steel-steel contacts	An ultrasonic nanocrystal surface modification (UNSM) technique has been used to treat AISI 52100 steel specimens and thrust ball bearing raceways. Tribological performances of untreated specimens were compared to UNSM-treated specimens in reciprocating sliding and rolling/sliding contact under boundary lubricated conditions. Friction and wear coefficients, micropitting, and changes in surface profiles and surface roughness of the specimens were studied. Results showed that UNSM treated specimens had higher wear and micropitting resistance than the untreated specimens. The improvements in wear and micropitting resistance may be attributed to increased surface hardness, refined grain sizes and compressive residual stress near surface region as a result of UNSM treatment. The UNSM technique has been proven to be a powerful tool to improve the durability and tribological performance of contacting surfaces of mechanical components such as bearings, gears, and seals.	 UNSM; Rolling-sliding; Wear;.	###
J17280130166	Linear output regulation with dynamic optimization for uncertain linear over-actuated systems	This paper considers the linear output regulation problem for uncertain over-actuated plants. The general form of input redundancy considered in this work implies the existence of multiple control inputs and state trajectories compatible with a prescribed reference for the output. On-line selection, according to certain performance criteria, of the most suitable of these inputs-state trajectories leads to a linear output regulation problem with dynamic redundancy allocation. We present a solution that augments the well known internal model control scheme with two additional dynamical systems. The first one, named annihilator, parametrizes the inputs and the corresponding state trajectories that are invisible from the output. The second one, named redundancy allocator, dynamically selects the best solution according to a predefined performance criterion. We derive explicit solutions for the performance criterion equal to relaxed 1, 2, and _8- norms of the plant input. This set-up is a particular case of the dynamic redundancy allocation problem named dynamic input allocation. The proposed solutions can be implemented in an error feedback form and are especially suitable for optimizing sparsity, power and amplitude of the control input. Finally, structural stability, robustness and existence of a unique steady-state are proven.	 Linear output regulation; Dynamic input allocation; Optimization; Uncertain.	###
J17330715243	Damage recovery and dopant migration of Eu{+} ion implanted KTiOAsO[4] crystals	Damage formation and annealing of Eu implanted KTiOAsO[4] crystals is investigated. Ion implantation was done with 400__keV Eu{2+} ions and an ion fluence of 5___*__10{15}__ions/cm{2} at room temperature. The damage of as-implanted and annealed samples was analysed by Rutherford backscattering spectrometry in channelling configuration using 2.1__MeV He{+} ions. After implantation, a thick RBS-amorphous layer is obtained. The damage in the Eu{2+} implanted KTiOAsO[4] layer decreases significantly after annealing at 700_0__C for 30__min in Ar atmosphere. Interestingly, the Eu peak firstly migrated to the surface after annealing at 600_0__C for 30__min, and then appeared narrower after annealing at 700_0__C for 30__min. Furthermore, arsenic loss by evaporation and titanium enrichment at the surface are observed during the annealing process.	 Rutherford backscattering spectrometry; Europium migration; Arsenic evaporation; Titanium.	###
J17254326156	Francis turbine draft tube parameterization and analysis of performance characteristics using CFD techniques	The present paper focuses on the parameterization of the draft tube elbow based on the initial geometry of the GAMM Francis turbine model. The goal was to obtain a draft tube geometry that improves the hydrodynamic performance. For this purpose, CFD analyzes were carried out, considering the GAMM Francis turbine pre-distributor, distributor and rotor geometry, and different parameterized draft tube geometries. Related to the draft tube parameterization methodology, it has modified the generatrix geometry of the elbow that defines its contour. Three types of curves were used to define the elbow contour geometry: logarithmic spiral format curve, circle arc format curve and denominated hyperbolic spiral curve. These curves and their combinations were used to define the elbow contour in the longitudinal plane, resulted in four draft tubes geometries. The numerical results were compared with experimental results, showing good conformity. The efficiency of the Francis turbine was higher for the four draft tubes of this work than the original draft tube GAMM Francis turbine. Therefore, it was found that the draft tube in hyperbolic-logarithmic spiral format has the highest efficiency and the draft tube in logarithmic spiral format has the lowest loss coefficient. Consequently the hydrodynamic performance have been discussed in this work.	 GAMM francis turbine; CFD; Best efficiency point; Draft tube; Logarithmic spiral; Hyperbolic.	###
J1765876161X	Ferromagnetic model system with spin-orbit coupling: Dynamical gap and effective spin-flip scattering	We investigate ultrafast magnetization dynamics due to electron-phonon interaction in a ferromagnetic Rashba model, which includes spin-orbit coupling and a Stoner mean-field splitting. By computing the reduced spin-density matrix including explicitly spin-independent electron-phonon scattering at the level of Boltzmann-type scattering integrals, we investigate the influence of a time-dependent Stoner mean field on the magnetization dynamics. We find that the dynamical gap increases the magnetization quenching on short timescales and slows down the remagnetization process. We further show how the noncollinear dynamics of electronic spins in the band structure with internal spin orbit fields can be approximated by effective spin-flip scattering matrix elements.	 Ultrafast magnetization dynamics; Ultrafast demagnetization; Ultrafast spin dynamics; Dynamic band structure; Elliott-Yafet.	###
J1599521369	Opinion dynamics in multi-agent systems: selected analytic models and verifying simulations	In this paper opinion dynamics in multi-agent systems is investigated analytically using a kinetic approach. Interactions among agents are interpreted as collisions among molecules in gases and opinion dynamics is described according to the Boltzmann equation. Starting from a microscopic description of single interactions, global properties of the opinion distribution are derived analytically. The proposed analytic model is general enough to allow reproducing features of real societies of agents, such as positive and negative influences and bounded confidence, which are typically used to study opinion distribution models. Analytic results relative to emergent and global characteristics of considered multi-agent systems are verified by simulations obtained via direct implementation of the proposed microscopic interactions rules. Simulations confirm analytic results.	 Opinion dynamics, Kinetic theory, Multi-agent.	###
J16848710764	Trace metal mobilization by organic soil amendments: insights gained from analyses of solid and solution phase complexation of cadmium, nickel and zinc	The accumulation of Cd in soils worldwide has increased the demand for methods to reduce the metal's plant bioavailability. Organic matter rich soil amendments have been shown to be effective in achieving this. However, it is not known how long these amendments can retain the Cd, and whether dissolved organic matter (DOM) released from them can enhance the metal's mobility in the environment. In this study we sought to test the Cd binding capacity of various organic soil amendments, and evaluate differences in characteristics of the DOM released to see if they can explain the lability of the Cd-DOM complexes. We collected ten organic soil amendments from around New Zealand: five different composts, biosolids from two sources, two types of peat and spent coffee grounds. We characterised the amendments' elemental composition and their ability to bind the Cd. We then selected two composts and two peats for further tests, where we measured the sorption of Ni or Zn by the amendments. We analysed the quality of the extracted DOM from the four amendments using 3D Excitation Emission Matrix analysis, and tested the lability of the metal-DOM complexes using an adapted diffusive gradients in thin-films (DGT) method. We found that composts bound the most Cd and that the emergent Cd-DOM complexes were less labile than those from the peats. Ni-DOM complexes were the least labile. The aromaticity of the extracted DOM appears to be an important factor in determining the lability of Ni complexes, but less so for Zn and Cd.	 Trace metals; Organic matter quality; Lability; Speciation; Diffusive gradients in thin-films;.	###
J17574614209	Prediction of Li[2]B novel phases and superconductivity under varying pressures	Few experimental and theoretical superconductivity works have focused on Li-B systems under the Li-rich regime. Here, we utilized the recently developed particle-swarm optimization method for structural search to propose three novel Li[2]B phases. These phases include the layered sandwich structure hP6-Li[2]B (P-3m1, 164) and the two chain structures mS12-Li[2]B (C2/m, 12) and oC12-Li[2]B (Cmcm, 63). The structural stability of the three novel Li[2]B phases was confirmed on the basis of elastic constant and phonon dispersion calculations. Under ambient pressure, the three Li[2]B structures are notably more thermodynamically stable than the previously proposed Cmcm-Li[2]B structure and oC12-Li[2]B may be experimentally synthesized by _a-LiB and Li. Electronic band structure and partial density of states analyses showed that our three proposed phases were metallic. The quasi-2D character in the band structure of hP6-Li[2]B was consistent with that of MgB[2] and indicated that hP6-Li[2]B has potential superconductive properties. Our electron-phonon coupling calculations illustrated that mS12- and oC12-Li[2]B exhibited superconductivity at 0.03__K under 10__Gpa and 0.14__K under 0__Gpa, respectively. Moreover, we found that hP6-Li[2]B has low superconductivity with a predicted T[c] of 0.09__K at 20__GPa, and its _l and T[c] values increased within the pressure range of 20-50__GPa and then decreased under pressures exceeding 60__GPa. The maximum _l and T[c] values under 60__GPa were 0.33 and 0.65__K, respectively.	 Superconductor; Crystal structure; High-pressure; Electronic band structure; Electron-phonon.	###
J15459540131	Contusion and recovery of individual cognition based on catastrophe theory: A computational model	Abstract Originated in emergent behavior characterized by interactions between individuals and cognitive processes, sudden changes in behavior are common phenomena under the information pressure being perceived by individuals, particularly those whose cognition is weak to negative information. (Said behavioral changes are thus related to reactive individual behavior). To probe its underlying mechanism, we introduce an ICR model that accounts for the sudden changes in individual cognitions and behaviors. To ensure that our model is stable in different types of network environments, Verification results show that the model indeed accurately describes the various catastrophe paths of individual cognition. Exploration of our model also shows it can be applied in polarization of group behavior, and the confidence intervals of the resilience of individuals were analyzed to identify reversal patterns of polarized group behavior. As a discussion of the results, it shows that the proposed model has wonderful prospect to support neural network training in individual behaviors among networks.	 Individual cognition; Choice behavior; Resilience; Catastrophe.	###
J14978420462	Reduction of TFET OFF-Current and Subthreshold Swing by Lightly Doped Drain	This brief models the effect of lightly doped drain on the I[ds]-V[gs] and I[ds]-V[ds] characteristics of tunnel FETs. It is shown that an extended drain depletion region can greatly reduce both the off-current and the subthreshold swing with essentially no impact on the on-current. In particular, a lightly doped drain mitigates the undesirable ambipolar effect that cannot otherwise be relieved by lengthening the channel length. However, if the density of states is not sufficiently low, a low drain doping could result in a nondegenerate condition in which the tunneling window is blocked at V[ds] = 0, degrading the linear region current	 doping; field effect transistors; tunnel transistors; TFET off-current; ambipolar effect; channel length; extended drain depletion region; lightly doped drain; linear region current; low drain doping; subthreshold swing; tunnel FET; tunneling window;.	###
J1562789313X	Ternary dimensionally stable anodes composed of RuO[2] and IrO[2] with CeO[2], SnO[2,] or Sb[2]O[3] for efficient naphthalene and benzene electrochemical removal	Abstract. With the growing demand for fuel and oil, the volume of water produced during the extraction process is increasing, and consequently, it becomes an environmental problem. In this paper, dimensionally stable anodes with compositions of Ti/(RuO[2])[0.7](IrO[2])[0.1](MO[x])[0.2], in which M is Ce, Sn, or Sb, were synthesized by the method of thermal decomposition of chlorides using an ionic liquid as solvent, and then, these were used as electrocatalytic materials for elimination of organic pollutants in water. The results demonstrate that a change in the electrode composition is a significant parameter as well as the preparation conditions; in fact, the calcination temperature was a determining variable in the electrocatalytic properties of each one of the anodes to eliminate organic compounds. The calcination temperatures studied were 500, 550 and 600_0C, in which the most efficient electrodes were those annealed at 500_0C. This feature is closely related to the presence of a TiO[2] layer that is formed in the electrode when the calcination temperature is increased. Among the 500_0C-treated electrodes, the composition that stood out was the one containing antimony (Ti/(RuO[2])[0.7](IrO[2])[0.1](Sb[2]O[3])[0.2]). These findings are confirmed by XRD analysis and cyclic voltammetry. SEM images showed an apparently compact morphology with discrete microcracks and several grains. High removal efficiencies of the developed anodes to depollute synthetic-produced water containing 30 ppm of naphthalene or benzene, were achieved. It was due to the production of hydroxyl radicals at anode surfaces and the active sites depending on their compositions. Gas chromatography analysis showed that the best degradation rates were achieved by the Ti/(RuO[2])[0.7](IrO[2])[0.1](Sb[2]O[3])[0.2] electrode annealed at 500_0C, equivalent to 93.4 and 99.8% of naphthalene and benzene removal, respectively. Graphical Abstract.		###
J179557237X	Preparation of a poly(ionic liquid)-functionalized cellulose aerogel and its application in protein enrichment and separation	In this work, a novel poly(ionic liquid) with 1-vinyl-3-aminopropyl imidazolium cations was designed and used to modify cellulose aerogels via Schiff base reaction. The poly(ionic liquid) modified cellulose aerogels (PIL-CA) exhibited a well-interconnected porous structure and a high porosity of 86.2%. A zeta potential study showed the PIL-CA had a strong positive potential of more than 65mV when its pH was below 6. Furthermore, after 350min of adsorption experiments, the PIL-CA showed a superior adsorption capacity of 918_+8mgg{_-1} towards bovine serum albumin (BSA) at pH 6 when its concentration was 1.5mgmL{_-1}. Finally, the PIL-CA was employed for the selective separation of target protein from a real serum sample, obtaining the BSA with high purity of over 98%.	 Polymeric ionic liquid; Cellulose aerogel; Adsorption; Protein.	###
J165726181389	Cloud point extraction - Microvolume spectrophotometry for extraction and determination of bismuth in waters and roadside soil	The authors, in the present work, described a new microvolume spectrophotometric method for extraction, preconcentration and determination of extremely low quantities of bismuth in waters and roadside soil. The strategy of method is based on the formation of an ionic pair between _(BiI[4]_){_-} and trioctylamine _(TOA_){+} in aqueous phase and extraction of this ion associate by cloud point extraction technique (CPE) using Triton X-100. The influence of different empirical parameters e.g. pH of aqueous phase, surfactant concentration, equilibrium time and temperature on performance efficiency of developed method was studied and then optimized. On the optimum conditions, the absorbance of Triton X-100 - rich phase measured at 342 nm was linear with bismuth quantity in aqueous phase in the range of 10-1250 _mg L{_- 1} with R = 0.996, n = 7. The limit of detection (LOD), quantitation (LOQ), and preconcentration factor (C[F]) were calculated to be 2.86 and 9.54 _mg L{_- 1}, and 40, respectively. The evaluation of method was performed by monitoring bismuth in sea, and tap waters and roadside soil, where, the recovery percentage obtained (> 96%) proved the precision of our method. On the other hand, thermodynamic characteristics in terms of _DH, _DS, and _DG of extraction process were studied and the numerical values of these parameters were calculated and discussed in details.	 Cloud point extraction; Bismuth(III); Thermodynamics; Sea water samples;.	###
J1751704181	The synergistic effect of benzyl benzoate on the selective oxidation of toluene to benzaldehyde	To resolve the defects of acetic acid solvents for the liquid-phase oxidation of toluene to benzaldehyde with oxygen, a low-corrosive and green method was developed by introducing benzyl benzoate into the reaction. It was found that compared with the case of acetic acid, benzyl benzoate showed gratifying effect on the oxidation of toluene to benzaldehyde. The reaction was more active in the initial stage of oxidation, and the generated benzaldehyde was protected from further oxidation due to the synergistic effect of benzyl benzoate along with toluene-derived products benzyl alcohol and benzyl bromide. Benzyl benzoate inhibited the esterification of benzyl alcohol, while benzyl bromide promoted the formation of benzyl alcohol. Therefore, considerable benzyl alcohol concentration could be maintained and high benzaldehyde selectivity could be achieved under high toluene conversion.	 Benzaldehyde; Oxidation; Synergistic effect;.	###
J1526115514	Increasing rigidness of carbon coating for improvement of electrochemical performances of Co[3]O[4] in Li-ion batteries	Abstract Carbon coating is an effective approach to enhance the electrochemical properties of transition metal oxide. Herein, we demonstrated that increasing rigidness of carbon coating by incorporating the analogue of Al oxide was able to improve the rate capability and cycling stability of Co[3]O[4]. Compared with carbon coating, a hybrid coating consisted of carbon and the analogue of Al oxide (COAl) showed increased rigidness and robustness, which can suppress the massive expansion of Co[3]O[4] upon lithiation, and accordingly, a conductive linkage of carbon over the electrode surface could be well preserved by using a thin hybrid coating. In this way, good electrode integration was obtained together with fast electric conduction and short Li{+} diffusion distance. AFM force curve, SEM observation and impedance measurement were carried out to demonstrate the feasibility of our strategy. During the tests of Li-ion batteries, C@Co[3]O[4]@COAl exhibited significantly improved rate capability (0.2-20 A g{_-1}) and cycling stability (4000 cycles at 5 A g{_-1}) as compared with C@Co[3]O[4]@C, thus manifesting the significant role by increasing the rigidness of carbon coating.		###
J17791704176	High reactive nano zero-valent iron produced via wet milling through abrasion by alumina	The performance of new nano zero-valent iron (nZVI) particles produced by a promising new milling method in organic solvent was examined. The basic feature of the new process involves the addition of abrasive alumina particles having an average particle size of 5___mm during milling. The milled particles with alumina had a specific surface area exceeding 20__m{2}~xg{_-1} as well as high percentages of Fe(0) content of 75-80%. The reactivity against Cr(VI), Trichloroethylene, and Tetrachloroethylene was determined and in all cases, the removal capacity of the milled particles was higher than that of commercial available nZVI particles. This high reactivity may be related to the absence of a thick and continuous oxide layer on the surface, the high disorder levels of the metallic structure and the large number of reaction sites. Sedimentation tests revealed very good suspension stability, while in mobility tests, the particles could be distributed throughout the column length. The results showed a low tendency to agglomerate in aqueous solution. This behaviour has been attributed to two factors related to the milling process: first, the high _z-Potential found in the particles, which enhances electrostatic repulsion. The second factor is the significant decrease of saturation magnetization of the milled particles with alumina in comparison with the values of the commercial nZVI particles, leading to a reduction in magnetic interparticle interaction. This decrease may be related to the introduction of a significant carbon content in the iron particles (0.65-1.35%wt, depending on the sample) and the presence of a highly deformed nanostructure.	 Nano zero-valent iron (nZVI); Nanoparticles; Reactivity; Milling; Aggregation;.	###
J1571754X192	Effect of fuel distribution on turbulence and combustion characteristics of a micro gas turbine combustor	Abstract Numerical analysis of lean-premixed flames is utilized to investigate the correlation between turbulence and combustion, fuel-air mixing, and NO[x] emission using three types of micro gas turbine combustors. Swirl flows generating vortex breakdown and flow recirculation contributing to mixing uniformity are improved by interaction of burners. Mixing plays an important role in flame dynamics and NO[x] emission by means of the unmixedness parameter. To discuss the correlation between flame characteristics and vorticity structures, progress variable c is introduced. The flame stability is enhanced by ring-shaped, large-scale vorticity structures, and air-fuel mixing is increased by momentum and kinetic energy.	 Micro gas turbine combustor; LES; Unmixedness; Adjacent burners recirculation zone; Swirl flow; Progress.	###
J160081865X	Two-Dimensional Electric Double Layer Structure with Heterogeneous Surface Charge	In this work we present a systematic study of the lateral (parallel to the wall) and normal (perpendicular to the wall) nanostructure of the electric double layer at a heterogeneous interface between two regions of different surface charges, often found in nanoscale electrochemical devices. Specifically, classical density functional theory (DFT) is used to probe a cation concentration range of 10 mM to 1 M, for valences of +1, + 2, and +3, and a diameter range of 0.15-0.9 nm over widely varying surface charges (between _-0.15 and +0.15 C/m{2}). The DFT results predict significant lateral and normal nanostructure in the form of ion concentration oscillations. These results are directly compared with those from Poisson-Boltzmann theory, showing significant deviation between the two theories, not only in the concentration profiles, but also in the sign of the electrostatic potential.		###
J1573576999	In vivo study on the biocompatibility of chitosan-hydroxyapatite film depending on degree of deacetylation	Chitosan, produced from chitin, is one of the polymers with promising applications in various fields. However, despite diverse research studies conducted on its biocompatibility, its uses are still limited. The main reason is the degree of deacetylation (DOD), which represents the proportion of deacetylated units in the polymer and is directly correlated with its biocompatibility property. In this article, the in vivo biocompatibility of three chitosan-hydroxyapatite composite films composed of chitosan with different DOD values was investigated by traditional biological protocols and novel optical spectroscopic analyses. The DOD of the chitosan obtained from three different manufacturers was estimated and calculated by Raman spectroscopy, Fourier transform infrared spectroscopy, and proton nuclear magnetic resonance spectroscopy. The chitosan with the higher DOD induced a higher incidence of inflammation in skin cells. The amino group density, biodegradability, and crystallinity of chitosan are the three possible factors that need to be considered when determining the biocompatibility of the films for in vivo application, as they led to complicated biological results, resulting in either better or worse inflammation even when using chitosan products with the same DOD. This basic study on the relationship between the DOD and inflammation is valuable for the development of further chitosan-based researches. 2017 Wiley Periodicals, Inc. J Biomed Mater Res Part A: 105A: 1637-1645, 2017.	 chitosan; degree of deacetylation; biocompatibility; scaffold;.	###
J16179169361	Influence of Casting Section Thickness on Fatigue Strength of Austempered Ductile Iron	The influence of casting section thickness on fatigue strength of austempered ductile iron was investigated in this study. ASTM A536 65-45-12 grade of ductile iron was produced, machined into round samples of 10, 15, 20 and 25 mm diameter, austenitized at a temperature of 820_0C, quenched into an austempering temperature (TA) of 300 and 375_0C and allowed to be isothermally transformed at these temperatures for a fixed period of 2 h. From the samples, fatigue test specimens were machined to conform to ASTM E-466. Scanning electron microscopy (SEM) and x-ray diffraction (XRD) methods were used to characterize microstructural morphology and phase distribution of heat-treated samples. The fatigue strength decreases as the section thickness increases. The SEM image and XRD patterns show a matrix of acicular ferrite and carbon-stabilized austenite with ferrite coarsening and volume fraction of austenite reducing as the section thickness increases. The study concluded that the higher the value of carbon-stabilized austenite the higher the fatigue strength while it decreases as the ausferrite structure becomes coarse.		###
J15907942378	Tailoring the Shape, Size, Crystal Structure, and Preferential Growth Orientation of BaTiO[3] Plates Synthesized through a Topochemical Conversion Process	BaTiO[3] plate-like particles, which were topochemically transformed from the sub-200 nm- and _mm-sized Bi[4]Ti[3]O[12] template plates, retained a memory of the template morphology when the conversion in the molten salt occurred at 660_0C and 900_0C, respectively. The reported method enables the preparation of well-separated, preferentially _(001_) oriented, BaTiO[3] plate-like particles across a broad size range and with significant ferroelectric characteristics.		###
J1576095X38	Cogging Torque Analysis and Minimization of Axial Flux PM Machines With Combined Rectangle-Shaped Magnet	This paper introduces three indexes for the cogging torque waveform and analyzes the influence of machine parameters on these three indexes in the theory. The phase of cogging torque under different combinations of slot opening ratio and pole-arc ratio is analyzed. Based on this analysis, two techniques to minimize cogging torque of the axial-flux permanent-magnet (AFPM) machines are proposed and discussed. Using the quasi-3-D analysis method, the mechanism of cogging torque minimization for AFPM machines equipped with several special magnet shapes is revealed by elaborating the results of each slice. Then, a novel rectangle-shaped magnet arrangement is proposed and investigated for cogging torque minimization. Comparing with other cogging torque minimization techniques such as conventional skew on PM edges, this method is able to decrease cogging torque without comprising torque output. Finally, a prototype is built and the experiment is performed to validate the finite-element analysis results	 finite element analysis; magnets; permanent magnet machines; torque; AFPM machines; axial flux PM machines; axial flux permanent-magnet machines; cogging torque analysis; cogging torque minimization; cogging torque waveform; combined rectangle-shaped.	###
J1655551930	The upper thermal maturity limit of primary gas generated from marine organic matters	Elemental composition and chemical structure of 16 kerogen samples concentrated from marine source rocks with maturity levels ranging from 0.65%R[o] to 3.3%R[o] were determined. Pyrolysis experiments of seven samples selected from the 16 kerogen samples were conducted in a gold tube system to clarify the process and determine the upper thermal maturity limit for primary gas generation from marine organic matter (OM). The variation of the H/C atomic ratio of the marine OM appears to evolve through three phases with increasing maturity, including a drastic decreasing phase before 1.3%R[o], a moderate decreasing phase from 1.3 to 2.0%R[o] and a gradual decreasing phase above 2.0%R[o]. The evolution of the chemical structure measured by FTIR indicates that most oxygen containing functional groups in marine OM appear to be released prior to 0.8%R[o]. Aliphatic groups were still detected in the sample with a maturity of 3.0%R[o], but disappeared in the sample with a maturity of 3.3%R[o]. The variation of aliphatic groups VS aromatic rings (I[1]) displays a similar three stage pattern as the variation of H/C atomic ratio with increasing maturity. A step-by-step heating method in kerogen pyrolysis experiments was adopted to preclude secondary gas generation. The pyrolysis experimental results for samples with different maturities proved that generally the maximum yield of primary gas generated by the marine OM was not more than 140 ml per gram of total organic carbon (TOC). Only 1.16 ml/g TOC of hydrocarbon gas was generated by the sample with the maturity of 3.3%R[o]. Thus, it can be rationally inferred that the upper thermal maturity limit for gas generation from the marine OM may be around 3.5%R[o]. Nevertheless, the main maturity range for the primary gas generation is suggested to be below 2.0%R[o]. The yield of primary gas generated at the maturity range above 2.0%R[o] takes up 10% of maximum yield of the primary gas generated by the marine OM.	 Marine source rock; Primary gas; Upper thermal maturity limit; Chemical structure; Step-by-step.	###
J1618726951	Safety studies for the MYRRHA critical core with the SIMMER-III code	The presented studies are carried out within the European 7th framework project MAXSIMA, in which the MYRRHA reactor, which stands for Multi-purpose hYbrid Research Reactor for High-tech Applications, developed at SCK-CEN (Belgian Nuclear Research Centre), is investigated. The SIMMER code is employed for severe accident investigations of the reactor at KIT and SCK-CEN in both critical and ADS subcritical modes. In this paper only studies for the critical core are presented. The SIMMER-III model has been set up and assessed first for the neutronic feedback coefficients. Its calculated fuel, coolant and structure feedbacks agree well with the results evaluated by means of the European Reactor ANalysis Optimized System (ERANOS). For benchmarking of the SIMMER-III coupled neutronics and fluid-dynamics model, several Unprotected Transients due to Over Power (UTOP) have been calculated and compared with results of transient system codes. Very good agreement is demonstrated. In case of the largest and quickest reactivity insertion under hypothetical accident conditions, the reactor is assumed to turn for a short time into a slightly prompt supercritical state, but a quite mild power excursion takes place. Blockage accidents are studied in detail with SIMMER only. In total three scenarios have been investigated, namely the blockages of a single fuel assembly (FA), the protected core blockage scenario and the damage propagation of defective pin failures. Our studies demonstrated no core damage propagation can possibly occur under the different blockage scenarios.	 Reactor safety study; LBE cooled reactor; MYRRHA; SIMMER-III code; 2-D simulations; Severe core disruptive.	###
J1640207082	Serum levels of decabromodiphenyl ether (BDE-209) in women from different European countries and possible relationships with lifestyle and diet	To determine possible effects of lifestyle, diet, housing and professional activities on differences in individual levels of decabromodiphenyl ether (BDE-209) in serum of women, 20 to 40 years of age, in The Netherlands, the United Kingdom, Norway and Spain. BDE-209 was measured in serum of 145 female volunteers with no known occupational exposure from Norway, United Kingdom, The Netherlands and Spain. Blood levels of BDE-209 in a subgroup of 40 Dutch women were determined twice at a six months' interval. An extensive questionnaire was used to obtain detailed information about lifestyle factors that might contribute to BDE-209 exposure. Serum levels were used to determine margin of systemic exposure compared with a 28d rat toxicity study. Median BDE-209 serum concentrations were highest in The Netherlands and United Kingdom, respectively 8.8 and 9.3 pg/g ww. or 2.6 and 2.8 ng/g lipid. Median levels in Spain and Norway were lower, respectively 7.4 and 5.2 pg/g ww. or 3.3 and 0.8 ng/g lipid. Maximum levels in individual women were higher by one order of magnitude than the mean or median. The country of residence was the only variable significantly associated with BDE-209 levels; we found that the differences between countries could not be explained by any of the investigated exposure variables, and that these did not explain differences between individuals either. No consistent relationships were determined between diets, household, clothes, number and duration of use of electronics and occupational activities for the whole study group. We could not identify which of the multiple sources of exposure accounted for individual differences in blood levels. Although small differences in mean BDE-209 serum levels were recognized between countries, these differences are unlikely to cause a differential result with respect to risk assessment.	 DecaBDE; BDE-209; PBDEs; Serum; Lifestyle; Diet; Household; Risk.	###
J16164080122	An _h-compliance method to estimate the J-_Da curve for pipes with a circumferential surface crack	This paper presents an _h-compliance method to measure the J-_Da curve for pipes with a circumferential surface crack, using the experimentally recorded load versus the crack mouth opening displacement (CMOD) relationship. This study modifies the _h method commonly practiced for standard through-thickness fracture specimens to measure the energy release rate, J, from P-CMOD curve for pipes with a circumferential surface crack. The non-dimensional parameter _h for the surface-cracked pipes derives from elastic-plastic finite element analyses. The relationship between the crack size and the CMOD-based compliance, coupled with crack profiles interpolated linearly between the fatigue crack profile and the crack profile after ductile tearing, allows determining the crack depth corresponding to the measured CMOD compliance. The measured location-specific J-_Da curves indicate consistency with the fracture resistance curve measured from through-thickness fracture specimens at small crack extension levels. The difference between the fracture resistances becomes significantly larger as the crack extends beyond 0.5 mm.	 circumferential surface crack; fracture resistance; J-_Da curve; pipe; unloading compliance; _h.	###
J17669054537	TFA-Mediated DMSO-Participant Sequential Oxidation/1,3-Dipolar Cycloaddition Cascade of Pyridinium Ylides for the Assembly of Indolizines	A trifluoroacetic acid (TFA)-mediated cascade oxidation/1,3-dipolar cycloaddition reaction of stabilized pyridinium salts with dimethyl sulfoxide (DMSO) has been developed in the presence of K[2]S[2]O[8] and trimethylethylenediamine (TMEDA). In this transition-metal-free reaction, DMSO acts as a one-carbon source, thus providing a convenient method for the efficient and direct synthesis of various indolizine derivatives.		###
